dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
275593.580416277,1497724.0600613,Okay,3788
275594.479569486,1497723.59111407,Okay,3789
275594.937826529,1497724.12269913,Okay,3790
275594.594122977,1497725.1256506,Okay,3791
275593.290007344,1497723.7985166,Okay,3792
275592.814033221,1497723.75580139,Okay,3793
275592.154919281,1497724.44566669,Okay,3794
275593.161144995,1497724.44427133,Okay,3795
275594.982785296,1497724.69796828,Okay,3796
275595.758695231,1497724.50280574,Okay,3797
275598.148432465,1497726.13508707,Okay,3798
275599.226567266,1497727.50540238,Okay,3799
NA,NA,Distances_too_small,3800
275599.60278853,1497727.51223605,Okay,3801
275600.422912205,1497726.52948382,Okay,3802
275601.209714625,1497725.09279331,Okay,3803
275598.603048448,1497724.67321783,Okay,3804
275600.4557536,1497722.23928668,Okay,3805
275602.286477346,1497723.50331781,Okay,3806
NA,NA,Distances_too_small,3807
275599.439000001,1497720.42408966,Okay,3808
275599.634411685,1497720.1720002,Okay,3809
275598.611464695,1497720.86402298,Okay,3810
275596.512569175,1497721.97914019,Okay,3811
275596.410361232,1497722.29884542,Okay,3812
275596.799556548,1497721.31294979,Okay,3813
275596.686419154,1497720.89181489,Okay,3814
275596.967891283,1497719.98973475,Okay,3815
275597.062344183,1497718.73090476,Okay,3816
275593.901916331,1497725.62258552,Okay,3817
275593.565190033,1497726.61807434,Okay,3818
275594.616239085,1497722.95273825,Okay,3819
